,affected_macaddress,alerted_macaddress,severity_level
379,6c:96:cf:ac:18:82,88:83:22:5d:24:66,moderate
380,6c:96:cf:ac:18:82,9c:da:3e:7e:f8:01,moderate
381,6c:96:cf:ac:18:82,8c:f5:a3:cd:d2:db,moderate
382,6c:96:cf:ac:18:82,a4:c3:f0:a1:fb:b7,moderate
383,6c:96:cf:ac:18:82,7c:b2:7d:87:d8:c7,moderate
384,6c:96:cf:ac:18:82,88:66:a5:3a:72:71,moderate
385,6c:96:cf:ac:18:82,9c:da:3e:7f:8e:65,moderate
386,6c:96:cf:ac:18:82,1c:5c:f2:e8:8b:33,moderate
387,6c:96:cf:ac:18:82,98:10:e8:3b:48:e3,moderate
388,6c:96:cf:ac:18:82,78:00:9e:93:6a:d0,moderate
389,6c:96:cf:ac:18:82,88:66:a5:e2:a1:60,severe
390,6c:96:cf:ac:18:82,88:66:a5:1f:0b:05,severe
391,9c:ba:e3:38:e3:74,8c:f5:a3:cd:d2:db,mild
392,9c:ba:e3:38:e3:74,88:66:a5:17:7b:51,mild
393,9c:ba:e3:38:e3:74,04:b4:29:6c:99:31,mild
394,7c:b2:7d:87:57:da,88:66:a5:1a:ba:53,mild
395,7c:b2:7d:87:57:da,90:6e:e1:0b:5c:cc,mild
396,7c:b2:7d:87:57:da,10:e8:89:d2:30:6d,mild
397,7c:b2:7d:87:57:da,e4:0e:ee:e6:4e:96,mild
398,7c:b2:7d:87:57:da,78:00:9e:93:6a:d0,mild
399,7c:b2:7d:87:57:da,35:93:57:30:4a:9b,mild
400,7c:b2:7d:87:57:da,c1:a2:98:79:ba:c4,mild
401,7c:b2:7d:87:57:da,7c:b2:7d:87:d8:c7,mild
402,7c:b2:7d:87:57:da,00:0b:82:d0:ff:35,mild
403,7c:b2:7d:87:57:da,cc:44:63:3c:32:61,mild
404,7c:b2:7d:87:57:da,00:ca:3f:34:77:f5,mild
405,7c:b2:7d:87:57:da,88:e9:fe:d4:1d:59,mild
406,7c:b2:7d:87:57:da,08:c8:f5:4e:d4:fa,mild
407,7c:b2:7d:87:57:da,40:83:de:80:80:cc,mild
408,7c:b2:7d:87:57:da,59:85:b6:61:c5:2a,mild
409,7c:b2:7d:87:57:da,0d:81:24:f4:2c:79,mild
410,7c:b2:7d:87:57:da,90:61:ae:25:a1:e3,mild
411,7c:b2:7d:87:57:da,88:83:22:5d:24:66,mild
412,7c:b2:7d:87:57:da,e4:a7:a0:99:dc:ac,mild
413,7c:b2:7d:87:57:da,15:9e:e7:6b:51:97,mild
414,7c:b2:7d:87:57:da,94:ee:9f:b1:e0:64,mild
415,7c:b2:7d:87:57:da,08:d8:33:ef:e7:7b,mild
416,7c:b2:7d:87:57:da,5c:5f:67:8b:e1:7e,moderate
417,7c:b2:7d:87:57:da,98:10:e8:3a:c9:e4,moderate
418,7c:b2:7d:87:57:da,88:66:a5:3a:72:71,moderate
419,7c:b2:7d:87:57:da,88:66:a5:1f:0b:05,moderate
420,7c:b2:7d:87:57:da,1c:5c:f2:e8:8b:33,moderate
421,7c:b2:7d:87:57:da,b4:ef:39:c3:4a:2a,moderate
422,7c:b2:7d:87:57:da,9c:da:3e:7f:a0:03,moderate
423,7c:b2:7d:87:57:da,5c:5f:67:8b:e1:7f,moderate
424,7c:b2:7d:87:57:da,88:66:a5:17:7b:51,moderate
425,7c:b2:7d:87:57:da,98:c7:17:2d:6b:a0,moderate
426,7c:b2:7d:87:57:da,3d:3b:79:0d:90:d3,moderate
427,7c:b2:7d:87:57:da,a4:c3:f0:a5:f1:72,moderate
428,7c:b2:7d:87:57:da,89:a9:64:52:43:57,moderate
429,7c:b2:7d:87:57:da,30:30:cc:92:2b:b6,moderate
430,7c:b2:7d:87:57:da,00:b5:d0:90:d4:7d,moderate
431,7c:b2:7d:87:57:da,9c:da:3e:7e:f8:01,moderate
432,7c:b2:7d:87:57:da,88:66:a5:17:75:bc,moderate
433,7c:b2:7d:87:57:da,88:66:a5:e2:a1:60,moderate
434,7c:b2:7d:87:57:da,04:b4:29:6c:99:31,moderate
435,7c:b2:7d:87:57:da,a4:c3:f0:a1:fb:b7,moderate
436,7c:b2:7d:87:57:da,5c:74:20:7c:0e:a6,moderate
437,7c:b2:7d:87:57:da,d8:1c:79:db:a0:f7,moderate
438,7c:b2:7d:87:57:da,7c:b2:7d:87:83:e6,moderate
439,7c:b2:7d:87:57:da,cc:44:63:40:96:9d,severe
440,7c:b2:7d:87:57:da,8c:f5:a3:cd:d2:db,severe
441,7c:b2:7d:87:57:da,7c:b2:7d:87:83:e5,severe
442,7c:b2:7d:87:57:da,3c:bf:60:65:36:3c,severe
443,7c:b2:7d:87:57:da,98:10:e8:3b:48:e3,severe
444,5c:74:20:7c:0e:a6,00:ca:3f:34:77:f5,mild
445,5c:74:20:7c:0e:a6,15:9e:e7:6b:51:97,mild
446,5c:74:20:7c:0e:a6,90:6e:e1:0b:5c:cc,mild
447,5c:74:20:7c:0e:a6,d8:1c:79:db:a0:f7,mild
448,5c:74:20:7c:0e:a6,10:e8:89:d2:30:6d,mild
449,5c:74:20:7c:0e:a6,59:85:b6:61:c5:2a,mild
450,5c:74:20:7c:0e:a6,0d:81:24:f4:2c:79,mild
451,5c:74:20:7c:0e:a6,35:93:57:30:4a:9b,mild
452,5c:74:20:7c:0e:a6,3d:3b:79:0d:90:d3,moderate
453,5c:74:20:7c:0e:a6,5c:5f:67:8b:e1:7f,moderate
454,5c:74:20:7c:0e:a6,5c:5f:67:8b:e1:7e,moderate
455,5c:74:20:7c:0e:a6,8c:f5:a3:cd:d2:db,moderate
456,5c:74:20:7c:0e:a6,98:c7:17:2d:6b:a0,moderate
457,5c:74:20:7c:0e:a6,a4:c3:f0:a5:f1:72,moderate
458,5c:74:20:7c:0e:a6,89:a9:64:52:43:57,moderate
459,5c:74:20:7c:0e:a6,30:30:cc:92:2b:b6,moderate
460,5c:74:20:7c:0e:a6,98:10:e8:3b:48:e3,moderate
461,5c:74:20:7c:0e:a6,7c:b2:7d:87:57:da,moderate
462,dd:17:92:72:9c:51,f4:a1:7c:eb:49:8e,moderate
463,dd:17:92:72:9c:51,5c:5f:67:8b:e1:7e,severe
464,dd:17:92:72:9c:51,41:e6:14:17:de:f2,severe
465,dd:17:92:72:9c:51,b4:ef:39:c3:4a:2a,severe
466,dd:17:92:72:9c:51,8c:f5:a3:cd:d2:db,severe
467,35:93:57:30:4a:9b,5c:5f:67:8b:e1:7f,mild
468,35:93:57:30:4a:9b,90:6e:e1:0b:5c:cc,mild
469,35:93:57:30:4a:9b,d8:1c:79:db:a0:f7,mild
470,35:93:57:30:4a:9b,7c:b2:7d:87:57:da,mild
471,35:93:57:30:4a:9b,30:30:cc:92:2b:b6,mild
472,35:93:57:30:4a:9b,89:a9:64:52:43:57,mild
473,35:93:57:30:4a:9b,3d:3b:79:0d:90:d3,mild
474,35:93:57:30:4a:9b,59:85:b6:61:c5:2a,mild
475,35:93:57:30:4a:9b,5c:74:20:7c:0e:a6,mild
476,35:93:57:30:4a:9b,98:c7:17:2d:6b:a0,mild
477,35:93:57:30:4a:9b,00:ca:3f:34:77:f5,moderate
478,35:93:57:30:4a:9b,15:9e:e7:6b:51:97,moderate
479,35:93:57:30:4a:9b,a4:c3:f0:a5:f1:72,severe
480,35:93:57:30:4a:9b,8c:f5:a3:cd:d2:db,severe
481,35:93:57:30:4a:9b,5c:5f:67:8b:e1:7e,severe
482,35:93:57:30:4a:9b,0d:81:24:f4:2c:79,severe
483,35:93:57:30:4a:9b,10:e8:89:d2:30:6d,severe
484,35:93:57:30:4a:9b,98:10:e8:3b:48:e3,severe
485,28:16:ad:17:e3:32,9c:da:3e:7f:a0:03,mild
486,28:16:ad:17:e3:32,a4:c3:f0:a5:f1:09,mild
487,28:16:ad:17:e3:32,c0:9a:d0:e7:e7:da,mild
488,28:16:ad:17:e3:32,98:10:e8:07:e0:5b,mild
489,28:16:ad:17:e3:32,98:10:e8:3b:48:e3,mild
490,28:16:ad:17:e3:32,b4:ef:39:c3:4a:2a,mild
491,28:16:ad:17:e3:32,88:66:a5:1f:0b:05,moderate
492,28:16:ad:17:e3:32,5c:5f:67:8b:1b:9a,moderate
493,28:16:ad:17:e3:32,88:66:a5:17:75:bc,moderate
494,28:16:ad:17:e3:32,28:16:ad:17:e3:33,moderate
495,28:16:ad:17:e3:32,88:66:a5:3a:72:71,severe
496,28:16:ad:17:e3:32,04:69:f8:63:8b:cc,severe
497,28:16:ad:17:e3:32,7c:b2:7d:86:54:d4,severe
498,28:16:ad:17:e3:32,8c:f5:a3:cd:d2:db,severe
499,28:16:ad:17:e3:32,e4:a7:a0:99:bc:27,severe
500,28:16:ad:17:e3:32,b4:9c:df:44:0b:33,severe
501,28:16:ad:17:e3:32,7c:b2:7d:85:d8:0b,severe
502,28:16:ad:17:e3:32,f8:2d:7c:dc:dc:b8,severe
503,28:16:ad:17:e3:32,88:66:a5:1a:ba:53,severe
504,8c:f5:a3:cd:d2:db,90:6e:e1:0b:5c:cc,mild
505,8c:f5:a3:cd:d2:db,9c:ba:e3:38:e3:74,mild
506,8c:f5:a3:cd:d2:db,c0:9a:d0:e7:e7:da,mild
507,8c:f5:a3:cd:d2:db,08:c8:f5:4e:d4:fa,mild
508,8c:f5:a3:cd:d2:db,59:85:b6:61:c5:2a,mild
509,8c:f5:a3:cd:d2:db,0c:2f:b0:83:ee:82,mild
510,8c:f5:a3:cd:d2:db,84:56:45:a2:14:ba,mild
511,8c:f5:a3:cd:d2:db,00:ca:3f:34:77:f5,moderate
512,8c:f5:a3:cd:d2:db,f4:a1:7c:eb:49:8e,moderate
513,8c:f5:a3:cd:d2:db,15:9e:e7:6b:51:97,moderate
514,8c:f5:a3:cd:d2:db,00:0b:82:d0:ff:35,moderate
515,8c:f5:a3:cd:d2:db,9c:da:3e:7f:a0:03,moderate
516,8c:f5:a3:cd:d2:db,28:16:ad:17:e3:33,moderate
517,8c:f5:a3:cd:d2:db,40:83:de:80:80:cc,moderate
518,8c:f5:a3:cd:d2:db,6c:96:cf:ac:18:82,moderate
519,8c:f5:a3:cd:d2:db,00:be:3b:e3:10:70,moderate
520,8c:f5:a3:cd:d2:db,b4:9c:df:44:0b:33,moderate
521,8c:f5:a3:cd:d2:db,49:49:89:ec:71:db,moderate
522,8c:f5:a3:cd:d2:db,c1:a2:98:79:ba:c4,moderate
523,8c:f5:a3:cd:d2:db,88:66:a5:17:75:bc,moderate
524,8c:f5:a3:cd:d2:db,5c:74:20:7c:0e:a6,moderate
525,8c:f5:a3:cd:d2:db,7c:b2:7d:87:83:e6,moderate
526,8c:f5:a3:cd:d2:db,88:66:a5:3a:72:71,severe
527,8c:f5:a3:cd:d2:db,88:66:a5:17:7b:51,severe
528,8c:f5:a3:cd:d2:db,10:8e:e0:b6:ca:da,severe
529,8c:f5:a3:cd:d2:db,98:c7:17:2d:6b:a0,severe
530,8c:f5:a3:cd:d2:db,a4:c3:f0:a5:f1:72,severe
531,8c:f5:a3:cd:d2:db,a4:c3:f0:a1:fb:b7,severe
532,8c:f5:a3:cd:d2:db,94:ee:9f:b1:e0:64,severe
533,8c:f5:a3:cd:d2:db,89:a9:64:52:43:57,severe
534,8c:f5:a3:cd:d2:db,d8:1c:79:db:a0:f7,severe
535,8c:f5:a3:cd:d2:db,e4:0e:ee:e6:4e:96,severe
536,8c:f5:a3:cd:d2:db,78:00:9e:93:6a:d0,severe
537,8c:f5:a3:cd:d2:db,5c:5f:67:8b:1b:9a,severe
538,8c:f5:a3:cd:d2:db,98:10:e8:3b:48:e3,severe
539,8c:f5:a3:cd:d2:db,dd:17:92:72:9c:51,severe
540,8c:f5:a3:cd:d2:db,88:66:a5:e2:a1:60,severe
541,8c:f5:a3:cd:d2:db,08:d8:33:ef:e7:7b,severe
542,8c:f5:a3:cd:d2:db,04:69:f8:63:8b:cc,severe
543,8c:f5:a3:cd:d2:db,a4:c3:f0:a5:f1:09,severe
544,8c:f5:a3:cd:d2:db,88:83:22:5d:24:66,severe
545,8c:f5:a3:cd:d2:db,1c:5c:f2:e8:8b:33,severe
546,8c:f5:a3:cd:d2:db,f8:2d:7c:dc:dc:b8,severe
547,8c:f5:a3:cd:d2:db,88:66:a5:1a:ba:53,severe
548,8c:f5:a3:cd:d2:db,98:10:e8:07:e0:5b,severe
549,8c:f5:a3:cd:d2:db,7c:b2:7d:87:57:da,severe
550,8c:f5:a3:cd:d2:db,28:16:ad:17:e3:32,severe
551,8c:f5:a3:cd:d2:db,41:e6:14:17:de:f2,severe
552,8c:f5:a3:cd:d2:db,88:66:a5:1f:0b:05,severe
553,8c:f5:a3:cd:d2:db,7c:b2:7d:87:83:e5,severe
554,8c:f5:a3:cd:d2:db,7c:b2:7d:85:d8:0b,severe
555,8c:f5:a3:cd:d2:db,5c:5f:67:8b:e1:7e,severe
556,8c:f5:a3:cd:d2:db,88:e9:fe:d4:1d:59,severe
557,8c:f5:a3:cd:d2:db,0d:81:24:f4:2c:79,severe
558,8c:f5:a3:cd:d2:db,10:e8:89:d2:30:6d,severe
559,8c:f5:a3:cd:d2:db,35:93:57:30:4a:9b,severe
560,8c:f5:a3:cd:d2:db,30:30:cc:92:2b:b6,severe
561,8c:f5:a3:cd:d2:db,b4:ef:39:c3:4a:2a,severe
562,8c:f5:a3:cd:d2:db,98:10:e8:3a:c9:e4,severe
563,8c:f5:a3:cd:d2:db,90:61:ae:25:a1:e3,severe
564,8c:f5:a3:cd:d2:db,cc:44:63:40:96:9d,severe
565,8c:f5:a3:cd:d2:db,7c:b2:7d:86:54:d4,severe
566,8c:f5:a3:cd:d2:db,04:b4:29:6c:99:31,severe
567,8c:f5:a3:cd:d2:db,9c:da:3e:7f:8e:65,severe
568,8c:f5:a3:cd:d2:db,cc:44:63:3c:32:61,severe
569,8c:f5:a3:cd:d2:db,e4:a7:a0:99:bc:27,severe
570,8c:f5:a3:cd:d2:db,5c:5f:67:8b:e1:7f,severe
571,8c:f5:a3:cd:d2:db,9c:da:3e:7e:f8:01,severe
572,8c:f5:a3:cd:d2:db,e4:a7:a0:99:dc:ac,severe
573,8c:f5:a3:cd:d2:db,00:b5:d0:90:d4:7d,severe
574,8c:f5:a3:cd:d2:db,3c:bf:60:65:36:3c,severe
575,8c:f5:a3:cd:d2:db,3d:3b:79:0d:90:d3,severe
576,8c:f5:a3:cd:d2:db,7c:b2:7d:87:d8:c7,severe
577,98:10:e8:07:e0:5b,28:16:ad:17:e3:32,mild
578,98:10:e8:07:e0:5b,88:66:a5:1a:ba:53,mild
579,98:10:e8:07:e0:5b,7c:b2:7d:86:54:d4,mild
580,98:10:e8:07:e0:5b,f8:2d:7c:dc:dc:b8,mild
581,98:10:e8:07:e0:5b,c0:9a:d0:e7:e7:da,mild
582,98:10:e8:07:e0:5b,e4:a7:a0:99:bc:27,mild
583,98:10:e8:07:e0:5b,7c:b2:7d:87:d8:c7,mild
584,98:10:e8:07:e0:5b,28:16:ad:17:e3:33,mild
585,98:10:e8:07:e0:5b,b4:9c:df:44:0b:33,mild
586,98:10:e8:07:e0:5b,88:66:a5:17:7b:51,mild
587,98:10:e8:07:e0:5b,7c:b2:7d:85:d8:0b,moderate
588,98:10:e8:07:e0:5b,88:66:a5:17:75:bc,moderate
589,98:10:e8:07:e0:5b,04:69:f8:63:8b:cc,moderate
590,98:10:e8:07:e0:5b,88:66:a5:3a:72:71,moderate
591,98:10:e8:07:e0:5b,88:66:a5:1f:0b:05,moderate
592,98:10:e8:07:e0:5b,a4:c3:f0:a5:f1:09,severe
593,98:10:e8:07:e0:5b,b4:ef:39:c3:4a:2a,severe
594,98:10:e8:07:e0:5b,8c:f5:a3:cd:d2:db,severe
595,c1:a2:98:79:ba:c4,5c:5f:67:8b:e1:7f,mild
596,c1:a2:98:79:ba:c4,5c:5f:67:8b:e1:7e,mild
597,c1:a2:98:79:ba:c4,98:10:e8:3b:48:e3,mild
598,c1:a2:98:79:ba:c4,88:e9:fe:d4:1d:59,mild
599,c1:a2:98:79:ba:c4,b4:ef:39:c3:4a:2a,mild
600,c1:a2:98:79:ba:c4,d8:1c:79:db:a0:f7,mild
601,c1:a2:98:79:ba:c4,88:66:a5:17:7b:51,mild
602,c1:a2:98:79:ba:c4,08:c8:f5:4e:d4:fa,mild
603,c1:a2:98:79:ba:c4,7c:b2:7d:87:57:da,mild
604,c1:a2:98:79:ba:c4,cc:44:63:40:96:9d,mild
605,c1:a2:98:79:ba:c4,7c:b2:7d:87:83:e6,mild
606,c1:a2:98:79:ba:c4,78:00:9e:93:6a:d0,mild
607,c1:a2:98:79:ba:c4,7c:b2:7d:87:83:e5,mild
608,c1:a2:98:79:ba:c4,3c:bf:60:65:36:3c,moderate
609,c1:a2:98:79:ba:c4,e4:a7:a0:99:dc:ac,moderate
610,c1:a2:98:79:ba:c4,8c:f5:a3:cd:d2:db,moderate
611,c1:a2:98:79:ba:c4,cc:44:63:3c:32:61,moderate
612,c0:b6:58:a2:3c:78,88:66:a5:1a:ba:53,mild
613,c0:b6:58:a2:3c:78,a4:c3:f0:a5:f1:09,mild
614,c0:b6:58:a2:3c:78,e4:a7:a0:99:bc:27,mild
615,e1:d2:38:d2:60:6d,a4:c3:f0:a5:f1:72,mild
616,5c:5f:67:8b:e1:7f,90:6e:e1:0b:5c:cc,mild
617,5c:5f:67:8b:e1:7f,d8:1c:79:db:a0:f7,mild
618,5c:5f:67:8b:e1:7f,10:e8:89:d2:30:6d,mild
619,5c:5f:67:8b:e1:7f,78:00:9e:93:6a:d0,mild
620,5c:5f:67:8b:e1:7f,35:93:57:30:4a:9b,mild
621,5c:5f:67:8b:e1:7f,c1:a2:98:79:ba:c4,mild
622,5c:5f:67:8b:e1:7f,cc:44:63:3c:32:61,mild
623,5c:5f:67:8b:e1:7f,88:66:a5:17:7b:51,mild
624,5c:5f:67:8b:e1:7f,00:ca:3f:34:77:f5,mild
625,5c:5f:67:8b:e1:7f,3c:bf:60:65:36:3c,mild
626,5c:5f:67:8b:e1:7f,88:e9:fe:d4:1d:59,mild
627,5c:5f:67:8b:e1:7f,08:c8:f5:4e:d4:fa,mild
628,5c:5f:67:8b:e1:7f,59:85:b6:61:c5:2a,mild
629,5c:5f:67:8b:e1:7f,0d:81:24:f4:2c:79,mild
630,5c:5f:67:8b:e1:7f,7c:b2:7d:87:83:e5,mild
631,5c:5f:67:8b:e1:7f,15:9e:e7:6b:51:97,mild
632,5c:5f:67:8b:e1:7f,b4:ef:39:c3:4a:2a,mild
633,5c:5f:67:8b:e1:7f,cc:44:63:40:96:9d,mild
634,5c:5f:67:8b:e1:7f,7c:b2:7d:87:83:e6,mild
635,5c:5f:67:8b:e1:7f,3d:3b:79:0d:90:d3,moderate
636,5c:5f:67:8b:e1:7f,e4:a7:a0:99:dc:ac,moderate
637,5c:5f:67:8b:e1:7f,5c:74:20:7c:0e:a6,moderate
638,5c:5f:67:8b:e1:7f,89:a9:64:52:43:57,moderate
639,5c:5f:67:8b:e1:7f,30:30:cc:92:2b:b6,moderate
640,5c:5f:67:8b:e1:7f,7c:b2:7d:87:57:da,moderate
641,5c:5f:67:8b:e1:7f,98:c7:17:2d:6b:a0,severe
642,5c:5f:67:8b:e1:7f,a4:c3:f0:a5:f1:72,severe
643,5c:5f:67:8b:e1:7f,8c:f5:a3:cd:d2:db,severe
644,5c:5f:67:8b:e1:7f,5c:5f:67:8b:e1:7e,severe
645,5c:5f:67:8b:e1:7f,98:10:e8:3b:48:e3,severe
646,00:ca:3f:34:77:f5,5c:5f:67:8b:e1:7f,mild
647,00:ca:3f:34:77:f5,90:6e:e1:0b:5c:cc,mild
648,00:ca:3f:34:77:f5,d8:1c:79:db:a0:f7,mild
649,00:ca:3f:34:77:f5,7c:b2:7d:87:57:da,mild
650,00:ca:3f:34:77:f5,30:30:cc:92:2b:b6,mild
651,00:ca:3f:34:77:f5,89:a9:64:52:43:57,mild
652,00:ca:3f:34:77:f5,3d:3b:79:0d:90:d3,mild
653,00:ca:3f:34:77:f5,59:85:b6:61:c5:2a,mild
654,00:ca:3f:34:77:f5,5c:74:20:7c:0e:a6,mild
655,00:ca:3f:34:77:f5,98:c7:17:2d:6b:a0,mild
656,00:ca:3f:34:77:f5,5c:5f:67:8b:e1:7e,moderate
657,00:ca:3f:34:77:f5,10:e8:89:d2:30:6d,moderate
658,00:ca:3f:34:77:f5,35:93:57:30:4a:9b,moderate
659,00:ca:3f:34:77:f5,8c:f5:a3:cd:d2:db,moderate
660,00:ca:3f:34:77:f5,0d:81:24:f4:2c:79,moderate
661,00:ca:3f:34:77:f5,a4:c3:f0:a5:f1:72,moderate
662,00:ca:3f:34:77:f5,15:9e:e7:6b:51:97,moderate
663,00:ca:3f:34:77:f5,98:10:e8:3b:48:e3,moderate
664,40:83:de:80:80:cc,88:66:a5:1f:0b:05,mild
665,40:83:de:80:80:cc,b4:ef:39:c3:4a:2a,mild
666,40:83:de:80:80:cc,9c:da:3e:7f:a0:03,mild
667,40:83:de:80:80:cc,a4:c3:f0:a1:fb:b7,mild
668,40:83:de:80:80:cc,7c:b2:7d:87:57:da,mild
669,40:83:de:80:80:cc,88:66:a5:e2:a1:60,mild
670,40:83:de:80:80:cc,00:b5:d0:90:d4:7d,mild
671,40:83:de:80:80:cc,e4:0e:ee:e6:4e:96,mild
672,40:83:de:80:80:cc,9c:da:3e:7e:f8:01,mild
673,40:83:de:80:80:cc,04:b4:29:6c:99:31,mild
674,40:83:de:80:80:cc,88:66:a5:17:75:bc,mild
675,40:83:de:80:80:cc,88:66:a5:3a:72:71,mild
676,40:83:de:80:80:cc,1c:5c:f2:e8:8b:33,moderate
677,40:83:de:80:80:cc,98:10:e8:3b:48:e3,moderate
678,40:83:de:80:80:cc,8c:f5:a3:cd:d2:db,moderate
679,40:83:de:80:80:cc,98:10:e8:3a:c9:e4,moderate
680,08:c8:f5:4e:d4:fa,e4:a7:a0:99:dc:ac,mild
681,08:c8:f5:4e:d4:fa,5c:5f:67:8b:e1:7f,mild
682,08:c8:f5:4e:d4:fa,5c:5f:67:8b:e1:7e,mild
683,08:c8:f5:4e:d4:fa,8c:f5:a3:cd:d2:db,mild
684,08:c8:f5:4e:d4:fa,98:10:e8:3b:48:e3,mild
685,08:c8:f5:4e:d4:fa,3c:bf:60:65:36:3c,mild
686,08:c8:f5:4e:d4:fa,88:e9:fe:d4:1d:59,mild
687,08:c8:f5:4e:d4:fa,b4:ef:39:c3:4a:2a,mild
688,08:c8:f5:4e:d4:fa,c1:a2:98:79:ba:c4,mild
689,08:c8:f5:4e:d4:fa,d8:1c:79:db:a0:f7,mild
690,08:c8:f5:4e:d4:fa,88:66:a5:17:7b:51,mild
691,08:c8:f5:4e:d4:fa,7c:b2:7d:87:57:da,mild
692,08:c8:f5:4e:d4:fa,cc:44:63:40:96:9d,mild
693,08:c8:f5:4e:d4:fa,cc:44:63:3c:32:61,mild
694,08:c8:f5:4e:d4:fa,7c:b2:7d:87:83:e6,mild
695,08:c8:f5:4e:d4:fa,78:00:9e:93:6a:d0,mild
696,08:c8:f5:4e:d4:fa,7c:b2:7d:87:83:e5,mild
697,04:69:f8:63:8b:cc,b4:ef:39:c3:4a:2a,mild
698,04:69:f8:63:8b:cc,c0:9a:d0:e7:e7:da,mild
699,04:69:f8:63:8b:cc,7c:b2:7d:87:d8:c7,mild
700,04:69:f8:63:8b:cc,88:66:a5:17:7b:51,moderate
701,04:69:f8:63:8b:cc,28:16:ad:17:e3:33,moderate
702,04:69:f8:63:8b:cc,a4:c3:f0:a5:f1:09,moderate
703,04:69:f8:63:8b:cc,98:10:e8:07:e0:5b,moderate
704,04:69:f8:63:8b:cc,88:66:a5:3a:72:71,severe
705,04:69:f8:63:8b:cc,28:16:ad:17:e3:32,severe
706,04:69:f8:63:8b:cc,88:66:a5:17:75:bc,severe
707,04:69:f8:63:8b:cc,7c:b2:7d:86:54:d4,severe
708,04:69:f8:63:8b:cc,b4:9c:df:44:0b:33,severe
709,04:69:f8:63:8b:cc,8c:f5:a3:cd:d2:db,severe
710,04:69:f8:63:8b:cc,e4:a7:a0:99:bc:27,severe
711,04:69:f8:63:8b:cc,88:66:a5:1f:0b:05,severe
712,04:69:f8:63:8b:cc,7c:b2:7d:85:d8:0b,severe
713,04:69:f8:63:8b:cc,f8:2d:7c:dc:dc:b8,severe
714,04:69:f8:63:8b:cc,88:66:a5:1a:ba:53,severe
715,88:83:22:5d:24:66,7c:b2:7d:87:57:da,mild
716,88:83:22:5d:24:66,e4:0e:ee:e6:4e:96,mild
717,88:83:22:5d:24:66,a4:c3:f0:a5:f1:72,mild
718,88:83:22:5d:24:66,00:0b:82:d0:ff:35,mild
719,88:83:22:5d:24:66,10:8e:e0:b6:ca:da,mild
720,88:83:22:5d:24:66,98:10:e8:3a:c9:e4,mild
721,88:83:22:5d:24:66,00:b5:d0:90:d4:7d,mild
722,88:83:22:5d:24:66,1c:5c:f2:e8:8b:33,moderate
723,88:83:22:5d:24:66,b4:ef:39:c3:4a:2a,moderate
724,88:83:22:5d:24:66,7c:b2:7d:85:d8:0b,moderate
725,88:83:22:5d:24:66,9c:da:3e:7f:a0:03,moderate
726,88:83:22:5d:24:66,6c:96:cf:ac:18:82,moderate
727,88:83:22:5d:24:66,00:be:3b:e3:10:70,moderate
728,88:83:22:5d:24:66,0c:2f:b0:83:ee:82,moderate
729,88:83:22:5d:24:66,cc:44:63:3c:32:61,moderate
730,88:83:22:5d:24:66,88:66:a5:3a:72:71,severe
731,88:83:22:5d:24:66,90:61:ae:25:a1:e3,severe
732,88:83:22:5d:24:66,5c:5f:67:8b:1b:9a,severe
733,88:83:22:5d:24:66,88:66:a5:17:75:bc,severe
734,88:83:22:5d:24:66,a4:c3:f0:a1:fb:b7,severe
735,88:83:22:5d:24:66,8c:f5:a3:cd:d2:db,severe
736,88:83:22:5d:24:66,9c:da:3e:7f:8e:65,severe
737,88:83:22:5d:24:66,a4:c3:f0:a5:f1:09,severe
738,88:83:22:5d:24:66,94:ee:9f:b1:e0:64,severe
739,88:83:22:5d:24:66,88:66:a5:1f:0b:05,severe
740,88:83:22:5d:24:66,9c:da:3e:7e:f8:01,severe
741,88:83:22:5d:24:66,d8:1c:79:db:a0:f7,severe
742,88:83:22:5d:24:66,78:00:9e:93:6a:d0,severe
743,88:83:22:5d:24:66,98:10:e8:3b:48:e3,severe
744,88:83:22:5d:24:66,7c:b2:7d:87:d8:c7,severe
745,88:83:22:5d:24:66,88:66:a5:e2:a1:60,severe
746,88:83:22:5d:24:66,08:d8:33:ef:e7:7b,severe
747,88:83:22:5d:24:66,88:66:a5:1a:ba:53,severe
748,7c:b2:7d:87:83:e5,5c:5f:67:8b:e1:7f,mild
749,7c:b2:7d:87:83:e5,b4:ef:39:c3:4a:2a,mild
750,7c:b2:7d:87:83:e5,08:c8:f5:4e:d4:fa,mild
751,7c:b2:7d:87:83:e5,c1:a2:98:79:ba:c4,mild
752,7c:b2:7d:87:83:e5,cc:44:63:3c:32:61,moderate
753,7c:b2:7d:87:83:e5,88:66:a5:17:7b:51,moderate
754,7c:b2:7d:87:83:e5,5c:5f:67:8b:e1:7e,moderate
755,7c:b2:7d:87:83:e5,78:00:9e:93:6a:d0,moderate
756,7c:b2:7d:87:83:e5,7c:b2:7d:87:83:e6,moderate
757,7c:b2:7d:87:83:e5,cc:44:63:40:96:9d,severe
758,7c:b2:7d:87:83:e5,7c:b2:7d:87:57:da,severe
759,7c:b2:7d:87:83:e5,8c:f5:a3:cd:d2:db,severe
760,7c:b2:7d:87:83:e5,e4:a7:a0:99:dc:ac,severe
761,7c:b2:7d:87:83:e5,d8:1c:79:db:a0:f7,severe
762,7c:b2:7d:87:83:e5,3c:bf:60:65:36:3c,severe
