,affected_macaddress,alerted_macaddress,severity_level
1500,98:10:e8:3b:48:e3,e4:0e:ee:e6:4e:96,mild
1501,98:10:e8:3b:48:e3,28:16:ad:17:e3:32,mild
1502,98:10:e8:3b:48:e3,a4:c3:f0:a5:f1:09,mild
1503,98:10:e8:3b:48:e3,c1:a2:98:79:ba:c4,mild
1504,98:10:e8:3b:48:e3,00:0b:82:d0:ff:35,mild
1505,98:10:e8:3b:48:e3,04:b4:29:6c:99:31,mild
1506,98:10:e8:3b:48:e3,10:8e:e0:b6:ca:da,mild
1507,98:10:e8:3b:48:e3,88:e9:fe:d4:1d:59,mild
1508,98:10:e8:3b:48:e3,08:c8:f5:4e:d4:fa,mild
1509,98:10:e8:3b:48:e3,00:b5:d0:90:d4:7d,mild
1510,98:10:e8:3b:48:e3,59:85:b6:61:c5:2a,mild
1511,98:10:e8:3b:48:e3,90:61:ae:25:a1:e3,mild
1512,98:10:e8:3b:48:e3,b4:ef:39:c3:4a:2a,mild
1513,98:10:e8:3b:48:e3,94:ee:9f:b1:e0:64,mild
1514,98:10:e8:3b:48:e3,00:ca:3f:34:77:f5,moderate
1515,98:10:e8:3b:48:e3,98:10:e8:3a:c9:e4,moderate
1516,98:10:e8:3b:48:e3,1c:5c:f2:e8:8b:33,moderate
1517,98:10:e8:3b:48:e3,15:9e:e7:6b:51:97,moderate
1518,98:10:e8:3b:48:e3,9c:da:3e:7f:a0:03,moderate
1519,98:10:e8:3b:48:e3,40:83:de:80:80:cc,moderate
1520,98:10:e8:3b:48:e3,6c:96:cf:ac:18:82,moderate
1521,98:10:e8:3b:48:e3,3d:3b:79:0d:90:d3,moderate
1522,98:10:e8:3b:48:e3,e4:a7:a0:99:dc:ac,moderate
1523,98:10:e8:3b:48:e3,89:a9:64:52:43:57,moderate
1524,98:10:e8:3b:48:e3,30:30:cc:92:2b:b6,moderate
1525,98:10:e8:3b:48:e3,cc:44:63:3c:32:61,moderate
1526,98:10:e8:3b:48:e3,88:66:a5:17:75:bc,moderate
1527,98:10:e8:3b:48:e3,5c:74:20:7c:0e:a6,moderate
1528,98:10:e8:3b:48:e3,7c:b2:7d:87:83:e6,moderate
1529,98:10:e8:3b:48:e3,88:66:a5:3a:72:71,severe
1530,98:10:e8:3b:48:e3,88:66:a5:17:7b:51,severe
1531,98:10:e8:3b:48:e3,98:c7:17:2d:6b:a0,severe
1532,98:10:e8:3b:48:e3,a4:c3:f0:a5:f1:72,severe
1533,98:10:e8:3b:48:e3,8c:f5:a3:cd:d2:db,severe
1534,98:10:e8:3b:48:e3,a4:c3:f0:a1:fb:b7,severe
1535,98:10:e8:3b:48:e3,d8:1c:79:db:a0:f7,severe
1536,98:10:e8:3b:48:e3,78:00:9e:93:6a:d0,severe
1537,98:10:e8:3b:48:e3,5c:5f:67:8b:1b:9a,severe
1538,98:10:e8:3b:48:e3,88:66:a5:e2:a1:60,severe
1539,98:10:e8:3b:48:e3,08:d8:33:ef:e7:7b,severe
1540,98:10:e8:3b:48:e3,88:83:22:5d:24:66,severe
1541,98:10:e8:3b:48:e3,7c:b2:7d:87:57:da,severe
1542,98:10:e8:3b:48:e3,88:66:a5:1f:0b:05,severe
1543,98:10:e8:3b:48:e3,7c:b2:7d:87:83:e5,severe
1544,98:10:e8:3b:48:e3,7c:b2:7d:85:d8:0b,severe
1545,98:10:e8:3b:48:e3,5c:5f:67:8b:e1:7e,severe
1546,98:10:e8:3b:48:e3,0d:81:24:f4:2c:79,severe
1547,98:10:e8:3b:48:e3,10:e8:89:d2:30:6d,severe
1548,98:10:e8:3b:48:e3,35:93:57:30:4a:9b,severe
1549,98:10:e8:3b:48:e3,cc:44:63:40:96:9d,severe
1550,98:10:e8:3b:48:e3,9c:da:3e:7f:8e:65,severe
1551,98:10:e8:3b:48:e3,5c:5f:67:8b:e1:7f,severe
1552,98:10:e8:3b:48:e3,9c:da:3e:7e:f8:01,severe
1553,98:10:e8:3b:48:e3,3c:bf:60:65:36:3c,severe
1554,98:10:e8:3b:48:e3,7c:b2:7d:87:d8:c7,severe
1555,88:e9:fe:d4:1d:59,5c:5f:67:8b:e1:7f,mild
1556,88:e9:fe:d4:1d:59,98:10:e8:3b:48:e3,mild
1557,88:e9:fe:d4:1d:59,3c:bf:60:65:36:3c,mild
1558,88:e9:fe:d4:1d:59,b4:ef:39:c3:4a:2a,mild
1559,88:e9:fe:d4:1d:59,c1:a2:98:79:ba:c4,mild
1560,88:e9:fe:d4:1d:59,d8:1c:79:db:a0:f7,mild
1561,88:e9:fe:d4:1d:59,88:66:a5:17:7b:51,mild
1562,88:e9:fe:d4:1d:59,08:c8:f5:4e:d4:fa,mild
1563,88:e9:fe:d4:1d:59,7c:b2:7d:87:57:da,mild
1564,88:e9:fe:d4:1d:59,7c:b2:7d:87:83:e6,mild
1565,88:e9:fe:d4:1d:59,78:00:9e:93:6a:d0,mild
1566,88:e9:fe:d4:1d:59,5c:5f:67:8b:e1:7e,moderate
1567,88:e9:fe:d4:1d:59,cc:44:63:3c:32:61,moderate
1568,88:e9:fe:d4:1d:59,cc:44:63:40:96:9d,severe
1569,88:e9:fe:d4:1d:59,8c:f5:a3:cd:d2:db,severe
1570,88:e9:fe:d4:1d:59,e4:a7:a0:99:dc:ac,severe
1571,88:e9:fe:d4:1d:59,7c:b2:7d:87:83:e5,severe
1572,15:9e:e7:6b:51:97,5c:5f:67:8b:e1:7f,mild
1573,15:9e:e7:6b:51:97,90:6e:e1:0b:5c:cc,mild
1574,15:9e:e7:6b:51:97,d8:1c:79:db:a0:f7,mild
1575,15:9e:e7:6b:51:97,7c:b2:7d:87:57:da,mild
1576,15:9e:e7:6b:51:97,30:30:cc:92:2b:b6,mild
1577,15:9e:e7:6b:51:97,89:a9:64:52:43:57,mild
1578,15:9e:e7:6b:51:97,3d:3b:79:0d:90:d3,mild
1579,15:9e:e7:6b:51:97,59:85:b6:61:c5:2a,mild
1580,15:9e:e7:6b:51:97,5c:74:20:7c:0e:a6,mild
1581,15:9e:e7:6b:51:97,98:c7:17:2d:6b:a0,mild
1582,15:9e:e7:6b:51:97,5c:5f:67:8b:e1:7e,moderate
1583,15:9e:e7:6b:51:97,00:ca:3f:34:77:f5,moderate
1584,15:9e:e7:6b:51:97,10:e8:89:d2:30:6d,moderate
1585,15:9e:e7:6b:51:97,35:93:57:30:4a:9b,moderate
1586,15:9e:e7:6b:51:97,8c:f5:a3:cd:d2:db,moderate
1587,15:9e:e7:6b:51:97,0d:81:24:f4:2c:79,moderate
1588,15:9e:e7:6b:51:97,a4:c3:f0:a5:f1:72,moderate
1589,15:9e:e7:6b:51:97,98:10:e8:3b:48:e3,moderate
1590,9c:da:3e:7e:f8:01,e4:0e:ee:e6:4e:96,mild
1591,9c:da:3e:7e:f8:01,88:66:a5:17:7b:51,mild
1592,9c:da:3e:7e:f8:01,40:83:de:80:80:cc,mild
1593,9c:da:3e:7e:f8:01,0c:2f:b0:83:ee:82,mild
1594,9c:da:3e:7e:f8:01,e4:a7:a0:99:dc:ac,mild
1595,9c:da:3e:7e:f8:01,98:10:e8:3a:c9:e4,moderate
1596,9c:da:3e:7e:f8:01,1c:5c:f2:e8:8b:33,moderate
1597,9c:da:3e:7e:f8:01,b4:ef:39:c3:4a:2a,moderate
1598,9c:da:3e:7e:f8:01,7c:b2:7d:87:57:da,moderate
1599,9c:da:3e:7e:f8:01,9c:da:3e:7f:a0:03,moderate
1600,9c:da:3e:7e:f8:01,7c:b2:7d:85:d8:0b,moderate
1601,9c:da:3e:7e:f8:01,6c:96:cf:ac:18:82,moderate
1602,9c:da:3e:7e:f8:01,00:b5:d0:90:d4:7d,moderate
1603,9c:da:3e:7e:f8:01,88:66:a5:17:75:bc,moderate
1604,9c:da:3e:7e:f8:01,04:b4:29:6c:99:31,moderate
1605,9c:da:3e:7e:f8:01,88:66:a5:3a:72:71,severe
1606,9c:da:3e:7e:f8:01,5c:5f:67:8b:1b:9a,severe
1607,9c:da:3e:7e:f8:01,a4:c3:f0:a1:fb:b7,severe
1608,9c:da:3e:7e:f8:01,8c:f5:a3:cd:d2:db,severe
1609,9c:da:3e:7e:f8:01,9c:da:3e:7f:8e:65,severe
1610,9c:da:3e:7e:f8:01,88:66:a5:1f:0b:05,severe
1611,9c:da:3e:7e:f8:01,88:83:22:5d:24:66,severe
1612,9c:da:3e:7e:f8:01,78:00:9e:93:6a:d0,severe
1613,9c:da:3e:7e:f8:01,98:10:e8:3b:48:e3,severe
1614,9c:da:3e:7e:f8:01,7c:b2:7d:87:d8:c7,severe
1615,9c:da:3e:7e:f8:01,88:66:a5:e2:a1:60,severe
1616,94:ee:9f:b1:e0:64,88:66:a5:1a:ba:53,mild
1617,94:ee:9f:b1:e0:64,98:10:e8:3b:48:e3,mild
1618,94:ee:9f:b1:e0:64,b4:ef:39:c3:4a:2a,mild
1619,94:ee:9f:b1:e0:64,d8:1c:79:db:a0:f7,mild
1620,94:ee:9f:b1:e0:64,00:0b:82:d0:ff:35,mild
1621,94:ee:9f:b1:e0:64,7c:b2:7d:87:57:da,mild
1622,94:ee:9f:b1:e0:64,00:b5:d0:90:d4:7d,moderate
1623,94:ee:9f:b1:e0:64,88:66:a5:17:75:bc,moderate
1624,94:ee:9f:b1:e0:64,90:61:ae:25:a1:e3,severe
1625,94:ee:9f:b1:e0:64,10:8e:e0:b6:ca:da,severe
1626,94:ee:9f:b1:e0:64,8c:f5:a3:cd:d2:db,severe
1627,94:ee:9f:b1:e0:64,88:83:22:5d:24:66,severe
1628,94:ee:9f:b1:e0:64,e4:0e:ee:e6:4e:96,severe
1629,94:ee:9f:b1:e0:64,78:00:9e:93:6a:d0,severe
1630,94:ee:9f:b1:e0:64,7c:b2:7d:87:d8:c7,severe
1631,94:ee:9f:b1:e0:64,08:d8:33:ef:e7:7b,severe
1632,88:66:a5:17:75:bc,6c:96:cf:ac:18:82,mild
1633,88:66:a5:17:75:bc,d8:1c:79:db:a0:f7,mild
1634,88:66:a5:17:75:bc,e4:0e:ee:e6:4e:96,mild
1635,88:66:a5:17:75:bc,c0:9a:d0:e7:e7:da,mild
1636,88:66:a5:17:75:bc,00:0b:82:d0:ff:35,mild
1637,88:66:a5:17:75:bc,40:83:de:80:80:cc,mild
1638,88:66:a5:17:75:bc,08:d8:33:ef:e7:7b,mild
1639,88:66:a5:17:75:bc,9c:da:3e:7f:8e:65,mild
1640,88:66:a5:17:75:bc,5c:5f:67:8b:1b:9a,mild
1641,88:66:a5:17:75:bc,98:10:e8:3a:c9:e4,moderate
1642,88:66:a5:17:75:bc,7c:b2:7d:87:d8:c7,moderate
1643,88:66:a5:17:75:bc,88:66:a5:1f:0b:05,moderate
1644,88:66:a5:17:75:bc,1c:5c:f2:e8:8b:33,moderate
1645,88:66:a5:17:75:bc,b4:ef:39:c3:4a:2a,moderate
1646,88:66:a5:17:75:bc,7c:b2:7d:87:57:da,moderate
1647,88:66:a5:17:75:bc,9c:da:3e:7f:a0:03,moderate
1648,88:66:a5:17:75:bc,28:16:ad:17:e3:32,moderate
1649,88:66:a5:17:75:bc,88:66:a5:17:7b:51,moderate
1650,88:66:a5:17:75:bc,28:16:ad:17:e3:33,moderate
1651,88:66:a5:17:75:bc,8c:f5:a3:cd:d2:db,moderate
1652,88:66:a5:17:75:bc,98:10:e8:07:e0:5b,moderate
1653,88:66:a5:17:75:bc,90:61:ae:25:a1:e3,moderate
1654,88:66:a5:17:75:bc,b4:9c:df:44:0b:33,moderate
1655,88:66:a5:17:75:bc,a4:c3:f0:a5:f1:72,moderate
1656,88:66:a5:17:75:bc,94:ee:9f:b1:e0:64,moderate
1657,88:66:a5:17:75:bc,98:10:e8:3b:48:e3,moderate
1658,88:66:a5:17:75:bc,cc:44:63:3c:32:61,moderate
1659,88:66:a5:17:75:bc,00:b5:d0:90:d4:7d,moderate
1660,88:66:a5:17:75:bc,9c:da:3e:7e:f8:01,moderate
1661,88:66:a5:17:75:bc,88:66:a5:e2:a1:60,moderate
1662,88:66:a5:17:75:bc,04:b4:29:6c:99:31,moderate
1663,88:66:a5:17:75:bc,a4:c3:f0:a1:fb:b7,moderate
1664,88:66:a5:17:75:bc,f8:2d:7c:dc:dc:b8,moderate
1665,88:66:a5:17:75:bc,88:66:a5:3a:72:71,severe
1666,88:66:a5:17:75:bc,04:69:f8:63:8b:cc,severe
1667,88:66:a5:17:75:bc,7c:b2:7d:86:54:d4,severe
1668,88:66:a5:17:75:bc,e4:a7:a0:99:bc:27,severe
1669,88:66:a5:17:75:bc,a4:c3:f0:a5:f1:09,severe
1670,88:66:a5:17:75:bc,7c:b2:7d:85:d8:0b,severe
1671,88:66:a5:17:75:bc,88:83:22:5d:24:66,severe
1672,88:66:a5:17:75:bc,78:00:9e:93:6a:d0,severe
1673,88:66:a5:17:75:bc,88:66:a5:1a:ba:53,severe
